jbID,Family,Genus,Species,Sundaland,Phil_Palawan,Phil_other,Sulawesi,Moluccas,Lesser_Sundas,New_Guinea,Growth_form,Elev_min,Elev_max,Fruit_type,Fruit_lg_min,Fruit_lg_max,Fruit_wd_min,Fruit_wd_max,Fruit_color,Flesh_color,Fruit_odor,Fruit-shape,Seed-attachment,Num_seeds_min,Num_seeds_max,Seed_lg_ming,Seed_lg_max,Seed_wd_min,Seed_wd_max,Seed_mass,Notes
4977,Rosaceae,Acaena,anserinifolia,0,0,0,0,0,0,1,herb,1900,4100,achene,,3.0,,,red-purple,,,,,,,,,,,,
343,Araliaceae,Acanthopanax,malayanus,1,0,0,0,0,0,0,tree,1400,2600,,,10.0,,8.0,,,,oblate-spheroidal,,,,,,,,,
344,Araliaceae,Acanthopanax,trifoliatus,0,0,1,0,0,0,0,tree,1100,1400,,,5.0,,,,,,spheriodal,,,,,,,,,
8,Amaranthaceae,Achyranthes,aspera,1,0,0,0,0,1,0,herb,1,2300,,,,,,,,,,,,,,,,,,"""Distr:-""""Throughout-the-Archipelago-possibly-not-indigenous-in-Malaysia"""""""
9,Amaranthaceae,Achyranthes,bidentata,1,1,1,1,1,1,1,herb,350,2500,,,,,,,,,,,,,,,,,,
1,Acoraceae,Acorus,calamus,1,,,1,0,1,1,herb,0,2800,berry,,,15.0,20.0,brown-yellow,,,oblong-obovoid,,2,3,3.5,4.5,2.0,3.5,,few to several seeded
2,Acoraceae,Acorus,gramineus,0,0,1,0,0,0,0,herb,,2600,berry,,,10.0,15.0,white-yellow,,,obovoid-globose,,2,3,2.0,3.0,0.8,1.2,,few to several seeded
3,Actinidiaceae,Actinidia,callosa,1,0,0,0,0,0,0,shrub,1000,2040,berry,17.0,27.0,14.0,18.0,grey-green,,,oboval-to-broadly-elliptic,,,,3.0,,1.5,,,
5,Actinidiaceae,Actinidia,latifolia,1,0,0,0,0,0,0,shrub,900,1500,berry,30.0,40.0,,20.0,brown,,,acorn,,,,2.0,,1.0,,,
4664,Passifloraceae,Adenia,cordifolia,1,1,0,0,0,0,0,liana,0,1200,,50.0,80.0,15.0,35.0,,,,ellipsoid,,10,30,7.0,8.5,8.0,10.0,,
4665,Passifloraceae,Adenia,crassa,0,0,1,0,0,0,0,tree,,,,50.0,60.0,45.0,50.0,,,,subglobose,,,,,,,,,
4666,Passifloraceae,Adenia,heterophylla,0,0,0,0,0,0,1,tree,,,,10.0,30.0,,,yellow-red,,,,,6,10,5.0,10.0,4.5,10.0,,
4667,Passifloraceae,Adenia,kinabaluensis,1,0,0,0,0,0,0,liana,1500,1800,,35.0,40.0,35.0,40.0,,,,globose,,15,15,8.0,10.0,8.0,9.0,,
4668,Passifloraceae,Adenia,macrophylla,1,0,0,0,0,0,0,liana,0,1000,,15.0,60.0,15.0,25.0,,,,ovoid,,,,,,6.0,9.0,,
4671,Passifloraceae,Adenia,penangiana,1,0,0,0,0,0,0,tree,0,600,,2.0,5.0,,,,,,,,,,,,4.0,7.0,,
10,Amaranthaceae,Aerva,curtisii,1,0,0,0,0,0,0,herb,150,1000,,,,,,,,,,,,,,,,,,
11,Amaranthaceae,Aerva,lanata,1,1,1,0,0,1,1,herb,0.5,100,,,,,,,,,,,,,,,,,,
12,Amaranthaceae,Aerva,sanguinolenta,1,1,1,1,1,1,0,herb,5,200,,,,,,,,,,,,,,,,,,
618,Caesalpiniaceae,Afzelia,javanica,1,0,0,0,0,0,0,tree,400,800,pod,70.0,140.0,50.0,75.0,,,,,,,,18.0,23.0,15.0,22.0,,
619,Caesalpiniaceae,Afzelia,rhomboidea,1,0,1,0,0,0,0,tree,0,350,pod,90.0,120.0,50.0,70.0,,,,,,,,30.0,170.0,15.0,25.0,,
2172,Ericaceae,Agapetes,alberti-eduardi,0,0,0,0,0,0,1,tree,3350,3600,berry,15.0,15.0,11.0,12.0,black-purple,,,ellipsoid-subglobose,,,,,,,,,
2173,Ericaceae,Agapetes,brassii,0,0,0,0,0,0,1,shrub,2300,2835,,,,,,,,,,,,,,,,,,no-fruit-info
2174,Ericaceae,Agapetes,carrii,0,0,0,0,0,0,1,shrub,2135,2440,,,,,,,,,,,,,,,,,,no-fruit-info
2175,Ericaceae,Agapetes,costata,0,0,0,0,0,0,1,shrub,2480,3680,berry,9.0,10.0,6.0,7.0,green,,,ellipsoid,,,,,,,,,submature-fruit
2176,Ericaceae,Agapetes,helenae,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info
2177,Ericaceae,Agapetes,pilicalyx,0,0,0,0,0,0,1,shrub,1525,,,,,,,,,,,,,,,,,,,subspecies-of-V.-rubrocalyx
2178,Ericaceae,Agapetes,rubrocalyx,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info
2179,Ericaceae,Agapetes,sclerophylla,0,0,0,0,0,0,1,shrub,2840,2900,,,,,,,,,,,,,,,,,,no-fruit-info
2180,Ericaceae,Agapetes,scortechinii,1,0,0,0,0,0,0,climber,1220,2030,berry,,,,,red,,,subglobose,,,,,,,,,
2181,Ericaceae,Agapetes,stenantha,0,0,0,0,0,0,1,shrub,1300,2865,berry,,,15.0,15.0,white,,,globose,,,,,,,,,
2182,Ericaceae,Agapetes,viridiflora,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-1300m
2183,Ericaceae,Agapetes,vitis-idaea,0,0,0,0,0,0,1,shrub,1585,3720,,,,,,,,,,,,,,,,,,no-fruit-info
5656,Violaceae,Agatea,violaris,0,0,0,0,0,0,1,tree,,1000,,,3.3,,1.8,brown,,,epsilloid,,,,,,,,,
1174,Connaraceae,Agelaea,borneensis,1,,,0,0,0,0,liana,0,700,,15.0,25.0,7.5,12.5,,,,ovate-ellipsoid,,,,,,,,,possibly-found-in-Palawan-or-Cambian-the-book-does-not-clarify
1175,Connaraceae,Agelaea,macrophylla,1,0,0,0,0,0,0,liana,0,750,,12.5,15.0,7.5,7.5,,,,obovoid,,,,,,,,,
1176,Connaraceae,Agelaea,trinervis,1,0,1,0,1,0,0,liana,0,800,,10.0,25.0,5.0,12.5,,,,obovoid,,,,,,,,,
3311,Meliaceae,Aglaia,agglomerata,0,0,0,0,0,0,1,tree,10,1800,capsule,17.0,,14.0,,,,,obovoid,,2,2,14.0,,10.0,,,
3312,Meliaceae,Aglaia,aherniana,0,,,0,0,0,0,tree,0,,capsule,,,5.0,,brown,,,subglobose,,,,,,,,,
3313,Meliaceae,Aglaia,angustifolia,1,,,0,0,0,0,tree,35,1450,capsule,,20.0,,,yellow-green,,,subglobose,,2,2,,,,,,
3314,Meliaceae,Aglaia,argentea,1,,,1,1,1,1,tree,0,1200,capsule,30.0,35.0,20.0,30.0,brown-yellow,,,ovoid-obovoid,,1,1,,,,,,
3315,Meliaceae,Aglaia,barbanthera,0,0,0,0,0,0,1,tree,60,2000,capsule,12.0,,8.0,,brown-orange,,,obovoid,,,,,,,,,
3316,Meliaceae,Aglaia,brassii,0,0,0,0,0,0,1,tree,0,500,capsule,20.0,28.0,13.0,25.0,brown-orange,,,ellipsoid-obovoid,,2,2,,,,,,
3317,Meliaceae,Aglaia,brownii,0,0,0,0,0,0,1,tree,0,,capsule,,20.0,,15.0,orange,,,obovoid-subglobose,,2,2,,,,,,
3318,Meliaceae,Aglaia,ceramica,0,0,0,0,1,0,0,tree,200,650,capsule,,15.0,,8.0,yellow,,,obovoid,,3,3,,,,,,
3319,Meliaceae,Aglaia,cinnamomea,0,0,0,0,0,0,1,tree,15,1800,capsule,55.0,,40.0,,brown-yellow,,,,,1,1,27.0,30.0,18.0,20.0,,
3320,Meliaceae,Aglaia,coriacca,1,0,0,0,0,0,0,tree,0,270,capsule,23.0,40.0,18.0,35.0,brown,,,ellipsoid,,1,3,20.0,35.0,15.0,20.0,,
3321,Meliaceae,Aglaia,costata,0,0,1,0,0,0,0,tree,,100,capsule,10.0,20.0,15.0,20.0,,,,subglobose-depressed-globose,,1,1,,,,,,
3322,Meliaceae,Aglaia,crassinervia,1,,,0,0,0,0,tree,0,1570,capsule,55.0,60.0,35.0,40.0,yellow-orange,,,subglobose-pyriform,,1,1,25.0,30.0,15.0,17.0,,
3323,Meliaceae,Aglaia,cremea,0,0,0,0,0,0,1,tree,200,1670,capsule,10.0,25.0,,,brown-green,,,obovoid,,1,1,,,,,,
3324,Meliaceae,Aglaia,cucullata,1,,,0,0,0,1,tree,0,20,capsule,70.0,,60.0,,yellow,,,obovoid,,1,1,50.0,,30.0,,,
3325,Meliaceae,Aglaia,cumingiana,1,,,0,0,0,0,tree,0,1330,capsule,9.0,20.0,5.0,8.0,orange,,,ellipsoid,,1,1,,,,,,
3332,Meliaceae,Aglaia,cuspidata,0,0,0,0,0,0,1,tree,366,,capsule,25.0,30.0,16.0,30.0,orange,,,obovoid-subglobose,,1,1,19.0,,17.0,,,
3326,Meliaceae,Aglaia,densiquama,1,0,0,0,0,0,0,tree,15,1600,capsule,,50.0,,20.0,,,,ellipsoid-obovoid-ovoid,,2,2,,,,,,
3327,Meliaceae,Aglaia,densitricha,1,0,0,0,0,0,0,tree,,,,,,,,,,,,,1,1,,,,,,
3328,Meliaceae,Aglaia,edulis,1,,,1,1,1,0,tree,0,1670,capsule,,32.0,,38.0,brown-orange,,,subglobose,,1,1,14.0,20.0,10.0,19.0,,
3329,Meliaceae,Aglaia,elaegnoidea,1,,,1,1,0,1,tree,0,1000,capsule,11.0,20.0,13.0,15.0,brown-orange,,,subglobose-ellipsoid-obovoid,,1,1,10.0,,6.0,,,
3330,Meliaceae,Aglaia,elliptica,1,,,1,0,1,0,tree,0,2000,capsule,15.0,50.0,14.0,40.0,orange,,,obovoid-ellipsoid,,1,2,22.0,28.0,10.0,14.0,,
3331,Meliaceae,Aglaia,euryanthera,0,0,0,0,0,0,1,tree,5,2100,capsule,13.0,32.0,14.0,20.0,brown-orange,,,subglobose-ellipsoid,,1,1,,25.0,10.0,,,
3333,Meliaceae,Aglaia,eximia,1,,,1,1,0,0,tree,0,2000,capsule,,30.0,,22.0,grey,,,subglobose-ellipsoid,,1,1,,,,,,
3334,Meliaceae,Aglaia,exstipulata,1,0,0,0,0,0,0,tree,50,1400,capsule,,30.0,,15.0,orange-red,,,subglobose-pyriform,,2,2,,,,,,
3335,Meliaceae,Aglaia,eythrosperma,1,0,0,0,0,0,0,tree,5,1300,capsule,,,,100.0,orange,,,subglobose,,1,1,,50.0,35.0,,,
3336,Meliaceae,Aglaia,flavescens,0,0,0,0,0,0,1,tree,,,capsule,,,20.0,,,,,subglobose,,,,,,,,,
3337,Meliaceae,Aglaia,flavida,0,0,0,0,0,0,1,tree,0,1300,capsule,,80.0,20.0,25.0,brown-orange,,,subglobose-obovoid,,1,1,,,,,,
3338,Meliaceae,Aglaia,forbesii,1,0,0,0,0,0,0,tree,30,1000,capsule,,50.0,,38.0,white-yellow,,,ellipsoid-subglobose,,1,1,15.0,30.0,20.0,22.0,,
3339,Meliaceae,Aglaia,foveolata,1,0,0,0,0,0,0,tree,6,1000,capsule,,25.0,,,orange-purple,,,subglobose-ellipsoid,,1,2,,,,,,
3340,Meliaceae,Aglaia,glabrata,1,0,0,0,1,0,0,tree,10,800,capsule,15.0,,14.0,,grey,,,,,,,,,,,,
3341,Meliaceae,Aglaia,grandis,1,,,1,0,0,0,tree,0,1700,capsule,,50.0,,45.0,brown,,,obovoid,,,,,,,,,
3342,Meliaceae,Aglaia,hiernii,1,0,0,0,0,0,0,tree,20,1700,capsule,50.0,,35.0,,brown-yellow,,,obovoid-ellipsoid,,1,1,,29.0,,19.0,,
3343,Meliaceae,Aglaia,integrifolia,0,0,0,0,0,0,1,tree,0,585,capsule,,,,,,,,subglobose,,,,,,,,,
3344,Meliaceae,Aglaia,korthalsii,1,,,1,0,1,0,tree,5,1700,capsule,20.0,40.0,10.0,50.0,orange,,,ellipsoid-subglobose,,2,2,15.0,20.0,10.0,15.0,,
3345,Meliaceae,Aglaia,lancilimba,1,,,0,0,1,0,tree,1,1400,capsule,22.0,30.0,22.0,30.0,brown-yellow,,,subglobose,,2,2,,,,,,
3346,Meliaceae,Aglaia,lawii,1,,,1,1,1,1,tree,0,1650,capsule,17.0,60.0,12.0,35.0,,,,subglobose-obovoid-ellipsoid,,1,1,,,,,,
3347,Meliaceae,Aglaia,laxiflora,1,0,0,0,0,0,0,tree,0,600,capsule,50.0,60.0,35.0,,yellow-orange,,,ellispoid-obovoid,,1,1,,31.0,,18.0,,
3348,Meliaceae,Aglaia,lepidopetala,0,0,0,0,0,0,1,tree,0,1050,capsule,30.0,40.0,29.0,30.0,orange-red,,,obovoid,,2,2,10.0,31.0,10.0,18.0,,
3349,Meliaceae,Aglaia,lepiorrhachis,0,0,0,0,0,0,1,tree,0,600,capsule,35.0,,35.0,,brown-red,,,,,2,2,,,,,,
3350,Meliaceae,Aglaia,leptantha,1,,,0,0,1,0,tree,20,1700,capsule,15.0,32.0,15.0,30.0,,,,ellipsoid-subglobose,,1,2,,23.0,,14.0,,
3351,Meliaceae,Aglaia,leucoclada,0,0,0,0,0,0,1,tree,5,870,capsule,,18.0,,10.0,yellow-orange,,,obovoid,,2,2,,,,,,
3352,Meliaceae,Aglaia,leucophylla,1,,,1,0,0,0,tree,0,1300,capsule,,45.0,,45.0,brown-yellow,,,pyriform-subglobose,,1,1,,23.0,,10.0,,
3353,Meliaceae,Aglaia,luzoniensis,1,,,1,0,0,0,tree,10,1400,capsule,,18.0,,15.0,yellow-red,,,,,1,2,,,,,,
3354,Meliaceae,Aglaia,macrocarpa,1,1,0,1,1,0,0,tree,0,1750,capsule,,60.0,,55.0,red,,,obovoid,,1,1,55.0,,25.0,,,
3355,Meliaceae,Aglaia,macrostigma,1,0,0,0,0,0,0,tree,160,1000,capsule,,45.0,,30.0,brown-yellow,,,pyriform,,1,1,,,,,,
3356,Meliaceae,Aglaia,malaccensis,1,,,0,0,0,0,tree,12,700,capsule,,60.0,,70.0,brown-red,,,depressed-globose,,1,1,35.0,38.0,20.0,,,
3357,Meliaceae,Aglaia,membranifolia,1,0,0,0,0,0,0,tree,330,500,capsule,,20.0,,15.0,brown-orange,,,pyriform,,2,2,,,,,,
3358,Meliaceae,Aglaia,monozyga,1,0,0,0,0,0,0,tree,17,2000,capsule,17.0,35.0,13.0,30.0,orange-red,,,subglobose-ellipsoid,,,,,,,,,
3359,Meliaceae,Aglaia,multinervis,1,0,0,0,0,0,0,tree,0,400,capsule,,60.0,,50.0,brown-red,,,subglobose-obovoid,,1,1,,,,,,
3360,Meliaceae,Aglaia,odoratissima,1,,,1,0,1,0,tree,0,1870,capsule,15.0,20.0,10.0,15.0,orange-red,,,ellipsoid-obovoid,,1,1,,13.0,,9.0,,
3361,Meliaceae,Aglaia,oligophylla,1,,,0,0,0,0,tree,0,830,capsule,10.0,30.0,,,brown-yellow,,,subglobose,,1,2,,,,,,
3362,Meliaceae,Aglaia,pachyphylla,1,,,1,0,0,0,tree,0,1350,capsule,,,,80.0,brown,,,subglobose-obovoid,,1,1,,,,,,
3363,Meliaceae,Aglaia,palembanica,1,,,0,0,0,0,tree,0,450,capsule,,4.0,,,brown,,,subglobose,,,,,,,,,
3364,Meliaceae,Aglaia,parviflora,0,0,0,0,1,0,1,tree,0,1700,capsule,20.0,25.0,15.0,20.0,brown-orange,,,obovoid-ellipsoid,,1,1,,14.0,,10.0,,
3365,Meliaceae,Aglaia,penningtoniana,0,0,0,0,0,0,1,tree,30,1550,capsule,,80.0,,70.0,brown-orange,,,subglobose-obovoid,,1,1,,70.0,,45.0,,
3366,Meliaceae,Aglaia,perviridis,1,0,0,0,0,0,0,tree,100,1330,capsule,,30.0,,17.0,brown-yellow,,,ellipsoid,,1,1,,27.0,,15.0,,
3367,Meliaceae,Aglaia,polyneura,0,0,0,0,0,0,1,tree,20,1330,capsule,,25.0,,20.0,yellow,,,subglobose,,1,3,10.0,12.0,6.0,7.0,,
3368,Meliaceae,Aglaia,puberulanthera,0,0,0,0,0,0,1,tree,80,750,,,,,,,,,,,,,,,,,,
3369,Meliaceae,Aglaia,pyriformis,0,,,0,0,0,0,tree,300,400,capsule,30.0,,17.0,,,,,obovoid,,1,2,,,,,,
3370,Meliaceae,Aglaia,ramotricha,1,0,0,0,0,0,0,tree,35,1600,capsule,,,35.0,,yellow-red,,,subglobose-ellipsoid,,1,1,,,2.0,,,
3371,Meliaceae,Aglaia,rimosa,0,,,1,1,0,1,shrub-or-tree,0,1350,capsule,,,13.0,,brown-orange,,,obovoid-ellipsoid,,1,2,,,,,,
3372,Meliaceae,Aglaia,rivularis,1,0,0,0,0,0,0,tree,3,500,capsule,15.0,,8.0,10.0,yellow-red,,,ellipsoid,,1,1,,,,,,
3373,Meliaceae,Aglaia,rubiginosa,1,0,0,0,0,0,0,tree,2,300,capsule,,60.0,,50.0,red,,,ellipsoid-obovoid,,1,1,,,,,,
3374,Meliaceae,Aglaia,rufibarbis,1,0,0,0,0,0,0,tree,100,250,capsule,20.0,,,,,,,subglobose,,1,1,,,,,,
3375,Meliaceae,Aglaia,rufinervis,1,0,0,0,0,0,0,tree,0,1330,capsule,,200.0,,,brown-orange,,,subglobose,,1,1,,,,,,
3376,Meliaceae,Aglaia,rugulosa,1,0,0,0,0,0,0,tree,10,830,capsule,60.0,70.0,50.0,60.0,orange-red,,,ellipsoid-obovoid,,1,1,45.0,,15.0,,,
3377,Meliaceae,Aglaia,samoensis,0,0,0,0,0,0,1,tree,0,830,capsule,20.0,32.0,15.0,25.0,brown-red,,,subglobose-ellipsoid,,1,2,,,,,,
3378,Meliaceae,Aglaia,sapindina,0,0,0,0,1,0,1,tree,0,3800,capsule,20.0,25.0,15.0,20.0,yellow-red,,,ellipsoid-subglobose,,1,1,,,,,,
3379,Meliaceae,Aglaia,scortechinii,1,0,0,0,0,0,0,tree,100,1000,capsule,15.0,30.0,20.0,35.0,red,,,subglobose,,2,2,13.0,,11.0,,,
3380,Meliaceae,Aglaia,sexipetala,1,,,0,0,0,1,tree,0,1600,capsule,,50.0,,40.0,brown-red,,,subglobose-obovoid,,1,1,,,,,,
3381,Meliaceae,Aglaia,silvestris,1,,,1,1,0,1,tree,0,2100,capsule,,20.0,,,brown-red,,,obreniform,,2,2,,,,,,
3382,Meliaceae,Aglaia,simplicifolia,1,0,0,0,0,0,0,tree,7,1330,capsule,,40.0,,,brown-orange,,,obovoid-subglobose,,1,2,,,,,,
3383,Meliaceae,Aglaia,smithii,0,1,1,0,1,1,1,tree,0,40,capsule,,,,,,,,obovoid,,,,,,,,,
3384,Meliaceae,Aglaia,speciosa,1,0,0,1,0,0,0,tree,5,2200,capsule,23.0,30.0,17.0,27.0,brown-orange,,,obovoid,,1,1,,,,,,
3385,Meliaceae,Aglaia,spectabilis,1,,,1,0,1,1,tree,0,650,capsule,60.0,90.0,55.0,90.0,brown-red,,,subglobose-obovoid,,1,1,35.0,50.0,20.0,27.0,,
3386,Meliaceae,Aglaia,squamulosa,1,,,1,0,1,0,tree,17,2000,capsule,,50.0,,35.0,brown-yellow,,,subglobose,,1,1,,,,,,
3387,Meliaceae,Aglaia,subcuprea,0,0,0,0,0,0,1,tree,5,2570,capsule,27.0,,15.0,,,,,obovoid,,1,1,,,,,,
3388,Meliaceae,Aglaia,subminutiflora,0,0,0,0,0,0,1,tree,0,1920,capsule,15.0,25.0,12.0,27.0,brown-orange,,,obovoid,,2,2,,,,,,
3389,Meliaceae,Aglaia,subsessilis,1,0,0,0,0,0,0,tree,430,830,capsule,65.0,,25.0,,yellow,,,narrowely-ellipsoid,,1,1,40.0,42.0,12.0,15.0,,
3390,Meliaceae,Aglaia,tenuicaulis,1,0,1,0,0,0,0,tree,0,1000,capsule,15.0,30.0,25.0,,brown-orange,,,ellipsoid-subglobose,,1,2,,,,,,
3391,Meliaceae,Aglaia,teysmanniana,1,,,1,1,0,1,tree,0,1670,capsule,10.0,22.0,13.0,20.0,red,,,subglobose,,1,3,4.0,14.0,9.0,,,
3392,Meliaceae,Aglaia,tomentosa,1,,,1,0,1,1,tree,0,2000,capsule,16.0,25.0,12.0,17.0,yellow,,,subglobose-pyrifrom,,1,2,,,,,,
3393,Meliaceae,Aglaia,varisquama,1,0,0,0,0,0,0,tree,200,430,capsule,40.0,,40.0,,brown-yellow,,,subglobose,,1,1,,,,,,
3394,Meliaceae,Aglaia,yzermannii,1,0,0,0,0,0,0,tree,30,120,capsule,,20.0,,,brown-orange,,,ellipsoid-subglobose,,1,2,,,,,,
4978,Rosaceae,Agrimonia,nepalensis,1,0,0,0,0,0,0,herb,1200,2200,achene,2.5,3.0,3.0,4.0,,,,,,,,,,,,,
2730,Flacourtiaceae,Ahernia,glandulosa,0,0,1,0,0,0,0,tree,0,600,,15.0,25.0,10.0,15.0,green,,,obovoid-to-elliptic,,,,8.0,,4.0,,,occurs-in-Hainan-province-no-fruit-type-specified
1618,Cunoniaceae,Aistopetalum,multiflorum,0,0,0,0,0,0,1,tree,30,800,drupe,28.0,28.0,24.0,24.0,,,,ovoid,,,,,,,,,
1619,Cunoniaceae,Aistopetalum,viticoides,0,0,0,0,0,0,1,tree,0,2200,drupe,20.0,20.0,12.0,20.0,,,,ovoid-globose,,,,6.0,6.0,1.5,1.5,,
3537,Menispermaceae,Albertisia,crassa,1,0,0,0,0,0,0,liana,0,200,drupe,,40.0,,27.0,yellow,,,oblong-ellipsoidal,,,,,,,,,
3538,Menispermaceae,Albertisia,megacarpa,1,0,0,0,0,0,0,liana,1500,1600,drupe,50.0,60.0,35.0,40.0,,,,ellipsoidal,,,,,,,,,
3539,Menispermaceae,Albertisia,papuana,1,0,0,1,1,0,1,liana,,,drupe,27.0,38.0,20.0,26.0,orange,,,oblong-ellipsoidal,,,,,,,,,
4979,Rosaceae,Alchemilla,villosa,1,0,0,0,0,0,0,herb,2100,3300,achene,,1.2,,,,,,ovoid,,,,,,,,,
5154,Sapindaceae,Alectryon,affinis,0,,,0,0,0,1,shrub,150,750,capsule,10.0,,12.5,,brown-yellow,,,broadly-ovoid,,,,,,,,,monsoon-forest/lowland/monatne
5155,Sapindaceae,Alectryon,cardiocarpus,0,,,0,0,0,1,tree,0,40,capsule,8.0,8.0,,,,,,,,,,,,,,,
5156,Sapindaceae,Alectryon,connatus,0,,,0,0,0,1,tree,0,,capsule,5.0,8.0,10.0,12.0,,,,broadly-ovoid,,,,,,,,,lowland
5157,Sapindaceae,Alectryon,ferrugineus,0,,,0,1,0,1,shrub-or-tree,0,300,capsule,8.0,10.0,,,,,,,,,,,,,,,
5158,Sapindaceae,Alectryon,fuscus,0,,,0,0,0,0,tree,0,500,capsule,12.5,15.0,,,,,,,,,,,,,,,*at-low-altitude
5159,Sapindaceae,Alectryon,glaber,1,1,1,1,1,1,0,shrub-or-tree,0,1000,capsule,9.0,10.0,7.5,9.0,,,,,,,,,,,,,Ceram.-Kai-islands?
5160,Sapindaceae,Alectryon,kangeanensis,0,,,0,0,0,1,tree,50,,capsule,7.5,,10.0,,,,,broadly-ovoid,,,,,,,,,
5161,Sapindaceae,Alectryon,myrmecophilus,0,,,0,0,0,1,tree,650,1000,capsule,16.0,,14.0,,,,,obovoid-globular,,,,,,,,,
5162,Sapindaceae,Alectryon,repandodentatus,0,,,0,0,0,1,tree,0,150,capsule,5.0,7.0,7.0,,,,,globular,,,,,,,,,
5163,Sapindaceae,Alectryon,reticulatus,0,,,0,0,0,1,shrub-or-tree,,,capsule,7.5,,,,,,,,,,,,,,,,
3139,Liliaceae,Aletris,foliolosa,1,0,1,0,0,0,0,herb,2000,3450,capsule,,7.0,,,,,,ellipsoid,,,,,,,,,
3140,Liliaceae,Aletris,spicata,0,0,1,0,0,0,0,herb,1600,2300,capsule,,5.0,,,,,,obovoid,,,,,,,,,
13,Amaranthaceae,Allmania,nodiflora,1,0,1,0,0,1,0,herb,0,100,,,,,,,,,,,,,,,,,,
5164,Sapindaceae,Allophylus,cobbe,1,1,1,1,1,1,1,shrub,0,1500,drupe,4.5,13.5,3.5,8.0,black-red,,,globular-ovoid,,,,,,,,,South-America.-Penetrates-through-Malesia-(does-not-specify)
1427,Cucurbitaceae,Alsomitrsa,macrocarpa,1,1,1,0,1,0,1,liana,0,800,,,,200.0,300.0,brown,,,,,,,25.0,30.0,20.0,23.0,,did-not-specify-where-in-the-philippines
14,Amaranthaceae,Alternanthera,brasiliana,1,0,0,0,0,0,0,herb,200,600,,,,,,,,,,,,,,,,,,
15,Amaranthaceae,Alternanthera,ficoides,1,0,0,0,0,0,0,herb,1,2000,,,,,,,,,,,,,,,,,,
16,Amaranthaceae,Alternanthera,philoxeroides,1,0,0,0,0,0,0,herb,,,,,,,,,,,,,,,,,,,,
17,Amaranthaceae,Alternanthera,porrigens,1,0,0,0,0,0,0,herb,,,,,,,,,,,,,,,,,,,,Native-to-Peru-introduced-to-Malaysia
18,Amaranthaceae,Alternanthera,repens,1,0,0,0,0,0,0,herb,,,,,,,,,,,,,,,,,,,,Native-to-trop.-America-introduced-in-Java
19,Amaranthaceae,Alternanthera,sessilis,1,0,0,0,0,1,1,herb,0.5,1800,,,,,,,,,,,,,,,,,,"""Distr:-""""Throughout-the-Archipelago"""""""
210,Apocynaceae,Alyxia,acuminata,0,0,0,0,0,0,1,climber,0,1950,drupe,12.5,34.0,9.6,20.0,black-purple,,,ellipsoid-subglobose,,,,10.8,30.0,7.3,15.0,,orange/yellow-before-reaching-maturity
211,Apocynaceae,Alyxia,angustifolia,1,1,0,0,0,0,0,climber,100,1677,drupe,7.5,10.2,5.8,7.7,,,,ellipsoid,,,,6.5,6.5,4.8,4.8,,
212,Apocynaceae,Alyxia,angustissima,0,0,1,0,0,0,0,climber,,,drupe,9.0,11.4,6.2,10.0,black,,,ellipsoid-subglobose,,,,6.7,6.7,5.5,5.5,,
213,Apocynaceae,Alyxia,arfakensis,0,0,0,0,0,0,1,climber,1950,2400,drupe,8.5,10.3,6.2,7.2,,,,ellipsoid,,,,8.7,8.7,4.8,4.8,,
214,Apocynaceae,Alyxia,cacuminum,0,0,0,0,0,0,1,climber-or-shrub,2100,3550,drupe,7.5,11.5,5.0,7.7,black-purple,,,ellipsoid-globose,,,,6.9,8.2,4.3,5.6,,
215,Apocynaceae,Alyxia,celebica,0,0,0,1,0,0,0,climber,300,1900,drupe,10.4,19.5,7.5,12.5,,,,ellipsoid-cylindrical,,,,9.2,9.2,6.3,6.3,,
216,Apocynaceae,Alyxia,composita,0,0,0,0,1,0,1,climber,0,650,drupe,,,,,black-orange,,,ellipsoid,,,,8.4,9.8,6.4,6.7,,
217,Apocynaceae,Alyxia,concatenata,0,1,1,0,0,0,0,climber,200,2200,drupe,,,,,yellow-orange,,,globose,,,,4.1,5.1,3.0,3.9,,
218,Apocynaceae,Alyxia,defoliata,0,0,0,0,0,0,1,climber-or-shrub,1600,2500,drupe,,,,,yellow,,,ellipsoid-globose-cylindrical,,,,9.3,9.3,5.9,5.9,,
219,Apocynaceae,Alyxia,floribunda,0,0,0,0,0,0,1,climber,10,2200,drupe,8.3,9.7,6.0,6.0,brown-orange,,,ellipsoid-cylindrical,,,,,,,,,
220,Apocynaceae,Alyxia,ganophylla,1,0,0,1,0,0,0,climber,5,1500,drupe,,,,,,,,ellipsoid-globose,,,,7.1,9.5,4.8,6.8,,
221,Apocynaceae,Alyxia,globosa,0,0,0,1,0,0,0,climber,275,400,drupe,5.8,7.4,4.8,7.0,black-purple,,,globose,,,,4.7,6.6,4.2,5.0,,
222,Apocynaceae,Alyxia,graciliflora,0,0,0,0,0,0,1,climber,500,1400,drupe,15.0,16.2,6.9,8.2,,,,ellipsoid,,,,,,,,,
