jbID,Family,Genus,Species,Sundaland,Phil_Palawan,Phil_other,Sulawesi,Moluccas,Lesser_Sundas,New_Guinea,Growth_form,Elev_min,Elev_max,Fruit_type,Fruit_lg_min,Fruit_lg_max,Fruit_wd_min,Fruit_wd_max,Fruit_color,Flesh_color,Fruit_odor,Fruit-shape,Seed-attachment,Num_seeds_min,Num_seeds_max,Seed_lg_ming,Seed_lg_max,Seed_wd_min,Seed_wd_max,Seed_mass,Notes
3571,Menispermaceae,Legnephora,philippinensis,0,0,1,0,0,0,0,tree,,,drupe,4.0,5.0,,2.0,,,,subrotund,,,,,,,,,
3134,Lemnaceae,Lemna,perpusilla,1,0,1,0,1,0,1,aquatic-annual,0,2100,,,,,,,,,asymmetric-ellipsoid,,,,,,,,,
3135,Lemnaceae,Lemna,trisulca,1,0,1,0,1,0,1,aquatic-annual,0,1800,,,,,,,,,,,,,,,,,,
5302,Sapindaceae,Lepiderema,melanorrhachis,0,0,0,0,0,0,1,tree,,,capsule,10.0,12.0,9.0,10.0,,,,obovoid,,,,4.5,,3.0,,,
5303,Sapindaceae,Lepiderema,papuana,0,0,0,0,0,0,1,tree,,,,,,,,,,,,,,,,,,,,
5304,Sapindaceae,Lepidopetalum,fructoglabrum,0,0,0,0,0,0,1,tree,30,900,capsule,20.0,22.0,12.0,14.0,,,,obovoid,,,,11.0,13.0,9.0,,,
5305,Sapindaceae,Lepidopetalum,micans,0,0,0,0,0,0,1,shrub-or-tree,0,425,capsule,16.0,22.0,10.0,16.0,,,,obovoid,,,,12.0,17.0,7.0,12.0,,
5306,Sapindaceae,Lepidopetalum,montanum,1,0,0,0,0,0,0,tree,0,1000,capsule,32.0,45.0,17.0,24.0,,,,obovoid,,,,19.0,22.0,13.0,17.0,,
5307,Sapindaceae,Lepidopetalum,perrottetii,0,,,0,0,0,0,shrub-or-tree,0,1200,capsule,13.0,25.0,8.0,16.0,,,,obovoid,,,,6.0,12.0,5.0,9.5,,
5308,Sapindaceae,Lepidopetalum,subdichotomum,0,0,0,0,0,0,1,tree,0,330,capsule,16.0,31.0,10.0,25.0,,,,obovoid,,,,13.0,17.0,9.0,11.0,,
5309,Sapindaceae,Lepidopetalum,xylocarpum,0,0,0,0,0,0,1,tree,0,700,capsule,17.0,36.0,12.0,20.0,,,,obovoid,,,,10.0,19.0,7.0,11.0,,
1821,Cyperaceae,Lepidosperma,chinese,1,0,0,0,0,0,1,herb,1500,3000,nut,2.5,3.0,1.0,1.5,,,,,,,,,,,,,
4618,Opiliaceae,Lepionurus,sylvestris,1,0,0,0,0,0,0,tree,0,1250,drupe,9.0,16.0,6.0,10.0,orange-red,,,,,,,,,,,,
1822,Cyperaceae,Lepironia,articulata,1,0,0,1,1,0,1,herb,0,1000,nut,3.0,4.0,2.5,3.0,,,,obovate,,,,,,,,,
5310,Sapindaceae,Lepisanthes,alata,1,0,0,0,0,0,0,tree,,100,drupe,25.0,40.0,22.0,30.0,brown-purple,,,,,,,25.0,,15.0,,,
5311,Sapindaceae,Lepisanthes,amoena,1,0,0,0,0,1,0,tree,0,400,drupe,20.0,25.0,22.0,28.0,brown-purple,,,,,,,,,,,,
5312,Sapindaceae,Lepisanthes,bengalan,1,0,0,0,0,0,0,tree,,200,,,,,,,,,,,,,,,,,,
5313,Sapindaceae,Lepisanthes,dictyophylla,0,0,0,0,0,0,1,liana-or-shrub,60,,,,,,,,,,,,,,,,,,,
5314,Sapindaceae,Lepisanthes,divaricata,1,0,0,0,0,0,0,tree,,400,drupe,20.0,30.0,20.0,30.0,brown-yellow,,,,,,,,,,,,
5317,Sapindaceae,Lepisanthes,falcata,1,1,1,1,0,0,0,tree,60,320,drupe,18.0,25.0,18.0,35.0,,,,,,,,15.0,,8.0,10.0,,
5321,Sapindaceae,Lepisanthes,ferruginea,1,0,0,0,0,0,0,tree,,450,drupe,25.0,,25.0,,brown-orange,,,,,,,18.0,,12.0,,,
5322,Sapindaceae,Lepisanthes,fruticosa,1,,,1,1,1,0,shrub-or-tree,0,600,drupe,10.0,30.0,6.0,20.0,red,,,ellipsoid-subglobular-transversely-ellipsoid,,,,8.0,23.0,6.0,18.0,,
5323,Sapindaceae,Lepisanthes,kinabaluensis,1,0,0,0,0,0,0,tree,1200,2000,drupe,32.0,,22.0,,brown-yellow,,,ellipsoid,,,,,,,,,
5324,Sapindaceae,Lepisanthes,membranifolia,0,0,0,0,0,0,1,tree,,,,,,,,,,,,,,,,,,,,
5325,Sapindaceae,Lepisanthes,mixta,0,0,0,0,0,0,1,shrub,,60,drupe,7.5,,7.5,,red,,,,,,,,,,,,
5326,Sapindaceae,Lepisanthes,multijuga,1,0,0,0,0,0,0,shrub-or-tree,0,500,drupe,22.0,,13.0,,brown-yellow,,,oblique-ellipsoid,,,,12.0,,9.0,,,low-altitude-(not-specified)
5327,Sapindaceae,Lepisanthes,ramiflora,1,0,0,0,0,0,0,tree,0,100,drupe,10.0,,15.0,,red,,,transversely-ellipsoid,,,,,,,,,
5328,Sapindaceae,Lepisanthes,rubiginosa,1,0,0,0,0,0,0,shrub-or-tree,,300,drupe,8.0,13.0,7.0,8.0,purple,,,,,,,9.0,11.0,4.0,,,
5329,Sapindaceae,Lepisanthes,senegalensis,1,0,1,1,1,0,1,shrub-or-tree,0,200,drupe,8.0,15.0,5.0,15.0,red,,,,,,,7.0,8.0,6.0,7.0,,
5330,Sapindaceae,Lepisanthes,tetraphylla,1,,,1,0,1,1,shrub-or-tree,,1200,drupe,15.0,50.0,15.0,50.0,grey,,,flattened-ellipsoid-shortly-obovoid-subglobular,,,,,,,,,
1355,Convolvulaceae,Lepistemon,binectariferum,1,0,1,1,1,0,0,herb,25,1100,,,,,,,,,,,,,,,,,,
1357,Convolvulaceae,Lepistemon,urceolatum,0,0,0,1,1,0,1,climber,5,1250,,,,,,,,,,,,,,,,,,
305,Apocynaceae,Leuconotis,anceps,1,0,0,0,0,0,0,climber,0,900,berry,67.0,67.0,40.0,40.0,,,,ellipsoid,,2,2,57.0,57.0,33.0,33.0,,
306,Apocynaceae,Leuconotis,bullata,1,0,0,0,0,0,0,climber,,,berry,45.0,45.0,29.0,29.0,brown,,,pear-shaped,,,,,,,,,
307,Apocynaceae,Leuconotis,eugeniifolia,1,0,0,0,0,0,0,climber,0,800,berry,38.0,38.0,23.0,23.0,,,,ovoid,,,,,,,,,
308,Apocynaceae,Leuconotis,griffithii,1,0,0,0,0,0,0,climber,,,berry,30.0,46.0,24.0,30.0,,,,globose-ovoid,,,,,,,,,
847,Caesalpiniaceae,Leucostegane,grandis,1,0,0,0,0,0,0,tree,0,850,pod,,260.0,,50.0,,,,hatchet-shaped,,,,,,,,,
848,Caesalpiniaceae,Leucostegane,latistipulata,1,0,0,0,0,0,0,tree,,,pod,95.0,100.0,,50.0,,,,oblong,,,,,,,15.0,,
3667,Monimiaceae,Levieria,acuminata,0,0,0,0,0,0,1,tree,1200,3000,drupe,,,,,,,,ovoid,,,,,,,,,
3668,Monimiaceae,Levieria,beccariana,0,0,0,0,0,0,1,tree,1200,2800,drupe,,8.0,,5.0,,,,ovoid,,,,,,,,,
3669,Monimiaceae,Levieria,montana,0,0,0,1,1,0,1,tree,1200,1900,drupe,,8.0,,5.0,,,,ovoid,,,,,,,,,
3670,Monimiaceae,Levieria,nitens,0,0,0,0,0,0,1,tree,500,1800,drupe,8.0,10.0,4.0,5.0,,,,ovoid,,,,,,,,,
3671,Monimiaceae,Levieria,orientalis,0,0,0,0,0,0,1,tree,,1500,drupe,,8.0,,6.0,,,,ovoid,,,,,,,,,
3672,Monimiaceae,Levieria,scandens,0,0,0,0,0,0,1,tree,,2100,drupe,,,,,,,,,,,,,,,,,
3673,Monimiaceae,Levieria,squarrosa,0,0,0,0,0,0,1,tree,1800,3000,drupe,,9.0,,5.0,,,,ovoid,,,,,,,,,
1061,Chrysobalanaceae,Licania,fusicarpa,0,0,0,0,0,0,1,tree,0,300,,30.0,50.0,,,,,,,,,,,,,,,
1062,Chrysobalanaceae,Licania,palawanensis,0,1,0,0,0,0,0,tree,0,300,,,,,,,,,,,,,,,,,,
1063,Chrysobalanaceae,Licania,splendens,1,1,1,0,0,0,0,tree,0,400,,10.0,13.0,,,,,,ellipsoid,,,,,,,,,did-not-specify-where-in-the-Philippines
3154,Liliaceae,Lilium,longiflorum,0,0,1,0,0,0,0,herb,,,capsule,4.0,6.0,,,,,,,,,,,,,,,native-country-not-known
3155,Liliaceae,Lilium,philippinense,0,0,1,0,0,0,0,herb,1100,2300,capsule,,5.0,,,,,,,,,,,,,,,
3572,Menispermaceae,Limacia,blumei,1,0,1,1,0,1,0,tree,,,drupe,,,,,,,,,,,,,,,,,low-altitudes
3573,Menispermaceae,Limacia,oblonga,1,0,0,0,0,0,0,tree,0,350,drupe,14.0,20.0,12.0,16.0,yellow,,,obovate,,,,,,,,,
3574,Menispermaceae,Limacia,scandens,1,1,1,0,0,0,0,tree,,,drupe,20.0,25.0,16.0,20.0,,,,obovate,,,,,,,,,did-not-specify-where-in-the-Philippines
2914,Hydrocharitaceae,Limnobium,stoloniferum,1,0,0,0,0,0,0,herb,,750,berry,5.0,6.0,,,,,,,,,,1.0,,1.3,,,
1823,Cyperaceae,Lipocarpha,chinensis,1,0,1,1,1,0,1,herb,0,1800,nut,1.0,1.3,0.3,0.5,,,,oblong,,,,,,,,,
1824,Cyperaceae,Lipocarpha,microcephala,1,0,1,1,1,0,1,herb,,,nut,0.9,1.0,0.2,0.3,,,,oblong,,,,,,,,,
3156,Liliaceae,Liriope,graminifolia,0,0,1,0,0,0,0,herb,,1400,,,,,,,,,,,,,,5.0,,,,
5331,Sapindaceae,Litchi,chinensis,1,0,1,0,0,0,1,tree,0,500,,25.0,30.0,20.0,25.0,,,,ellipsoid-ovoid-globular,,,,20.0,,15.0,,,
2597,Fagaeae,Lithocarpus,andersonii,1,0,0,0,0,0,0,tree,,,,12.0,22.0,16.0,23.0,,,,ovoid-concical,,,,,,,,,
2598,Fagaeae,Lithocarpus,apoensis,0,0,1,0,0,0,0,tree,0,1700,,20.0,25.0,,,,,,ovoid,,,,,,,,,
2599,Fagaeae,Lithocarpus,aspericupula,0,0,0,0,0,0,1,tree,0,250,,15.0,16.0,,15.0,,,,,,,,,,,,,
2600,Fagaeae,Lithocarpus,atjehensis,1,0,0,0,0,0,0,shrub,2500,3000,,,15.0,,15.0,,,,ovoid-concical,,,,,,,,,
2601,Fagaeae,Lithocarpus,bancanus,1,0,0,0,0,0,0,tree,0,250,,16.0,18.0,20.0,22.0,,,,ovoid,,,,,,,,,
2602,Fagaeae,Lithocarpus,beccarianus,1,0,0,0,0,0,0,tree,0,1500,,50.0,70.0,40.0,50.0,,,,ellipsoid,,,,,,,,,
2603,Fagaeae,Lithocarpus,bennettii,1,0,0,0,0,0,0,tree,0,1000,,10.0,15.0,,,brown-purple,,,ovoid-concical,,,,,,,,,
2604,Fagaeae,Lithocarpus,blumeanus,1,0,0,0,0,0,0,tree,0,1650,,,15.0,25.0,30.0,,,,depressed-ovoid-globose,,,,,,,,,
2605,Fagaeae,Lithocarpus,brasii,0,0,0,0,0,0,1,tree,1000,2500,,25.0,30.0,30.0,40.0,,,,depressed-ovoid-globose,,,,,,,,,
2606,Fagaeae,Lithocarpus,buddii,0,0,1,0,0,0,0,tree,200,900,,15.0,16.0,15.0,20.0,,,,depressed-ovoid,,,,,,,,,
2607,Fagaeae,Lithocarpus,bullatus,1,0,0,0,0,0,0,tree,800,4000,,,15.0,8.0,10.0,brown,,,ovoid-concical,,,,,,,,,
2608,Fagaeae,Lithocarpus,burkillii,1,1,1,1,1,1,1,tree,,1200,,15.0,20.0,20.0,30.0,,,,subglobose,,,,,,,,,
2609,Fagaeae,Lithocarpus,cantleyanus,1,0,0,0,0,0,0,tree,0,850,,10.0,15.0,15.0,20.0,,,,depressed-ovoid,,,,,,,,,
2610,Fagaeae,Lithocarpus,castellarnauinus,0,0,1,0,0,0,0,tree,200,2200,,20.0,26.0,16.0,20.0,,,,cylindrical,,,,,,,,,
2611,Fagaeae,Lithocarpus,caudatifolius,1,0,1,0,0,0,0,tree,0,1350,,9.0,17.0,12.0,19.0,,,,ovoid-concical,,,,,,,,,
2612,Fagaeae,Lithocarpus,celebicus,0,0,1,1,1,0,1,tree,20,1200,,20.0,25.0,16.0,23.0,,,,ovoid-concical,,,,,,,,,
2613,Fagaeae,Lithocarpus,clementianus,1,0,0,0,0,0,0,tree,600,1900,,10.0,15.0,20.0,30.0,,,,depressed-subglobose,,,,,,,,,
2614,Fagaeae,Lithocarpus,confertus,1,0,0,0,0,0,0,tree,900,1800,,10.0,15.0,15.0,20.0,,,,ovoid,,,,,,,,,
2615,Fagaeae,Lithocarpus,confragosus,1,0,0,0,0,0,0,tree,0,2000,,15.0,25.0,20.0,40.0,,,,depressed-ovoid-globose,,,,,,,,,
2616,Fagaeae,Lithocarpus,conocarpus,1,0,0,0,0,0,0,tree,0,1800,,16.0,24.0,17.0,20.0,,,,ovoid-concical,,,,,,,,,
2617,Fagaeae,Lithocarpus,coopertus,1,0,1,0,0,0,0,tree,0,1800,,15.0,20.0,,,brown-yellow,,,ovoid-concical,,,,,,,,,
2618,Fagaeae,Lithocarpus,crassinervius,1,0,0,0,0,0,0,tree,200,2000,,30.0,35.0,20.0,25.0,,,,ovoid-ellipsoid,,,,,,,,,
2619,Fagaeae,Lithocarpus,crythrocarpus,1,0,0,0,0,0,0,tree,,900,,,25.0,15.0,17.5,,,,cylindrical,,,,,,,,,
2620,Fagaeae,Lithocarpus,curtisii,1,0,0,0,0,0,0,tree,0,300,,16.0,25.0,13.0,20.0,,,,ovoid-globose,,,,,,,,,
2621,Fagaeae,Lithocarpus,cyclophorus,1,0,0,0,0,0,0,tree,150,1500,,15.0,25.0,35.0,45.0,,,,depressed-subglobose,,,,,,,,,
2622,Fagaeae,Lithocarpus,daphnoideus,1,0,0,0,0,0,0,tree,0,1350,,20.0,30.0,18.0,25.0,,,,ovoid-concical,,,,,,,,,
2623,Fagaeae,Lithocarpus,dasystachyus,1,0,0,0,0,0,0,tree,0,750,,13.0,15.0,10.0,15.0,,,,ovoid-concical,,,,,,,,,
2624,Fagaeae,Lithocarpus,echinifer,1,0,0,0,0,0,0,tree,0,1800,,20.0,30.0,30.0,40.0,,,,subhemispherical,,,,,,,,,
2625,Fagaeae,Lithocarpus,echinulatus,1,0,0,0,0,0,0,tree,,300,,10.0,15.0,15.0,23.0,,,,depressed-ovoid-globose,,,,,,,,,
2626,Fagaeae,Lithocarpus,eichleri,1,0,0,0,0,0,0,tree,0,240,,10.0,15.0,25.0,30.0,,,,depressed-ovoid,,,,,,,,,
2627,Fagaeae,Lithocarpus,elegans,1,0,0,0,0,0,0,tree,1000,1600,,15.0,20.0,20.0,25.0,,,,ovoid-concical,,,,,,,,,
2628,Fagaeae,Lithocarpus,encleisacarpus,1,0,0,0,0,0,0,tree,0,1300,,,15.0,20.0,25.0,,,,depressed-ovoid-globose,,,,,,,,,
2629,Fagaeae,Lithocarpus,ewyckii,1,0,0,0,0,0,0,tree,0,1800,,20.0,25.0,,,,,,ovoid,,,,,,,,,
2630,Fagaeae,Lithocarpus,falconeri,1,0,0,0,0,0,0,tree,,200,,20.0,25.0,16.0,20.0,,,,ovoid-elliptical,,,,,,,,,
2631,Fagaeae,Lithocarpus,ferrugineus,1,0,0,0,0,0,0,tree,,500,,15.0,20.0,,10.0,,,,ovoid,,,,,,,,,
2632,Fagaeae,Lithocarpus,glutinosus,0,0,1,1,0,0,0,tree,0,900,,15.0,17.5,20.0,25.0,,,,semihemispherical,,,,,,,,,
2633,Fagaeae,Lithocarpus,gracilis,1,0,0,0,0,0,0,tree,0,1500,,15.0,18.0,15.0,26.0,,,,ovoid-concical,,,,,,,,,
2634,Fagaeae,Lithocarpus,hallieri,1,0,0,0,0,0,0,tree,0,1350,,30.0,45.0,30.0,60.0,,,,subglobose,,,,,,,,,
2635,Fagaeae,Lithocarpus,havilandi,1,0,0,1,0,0,0,tree,1300,3000,,25.0,30.0,15.0,20.0,,,,conical,,,,,,,,,
2636,Fagaeae,Lithocarpus,hendersonianus,1,1,1,1,1,1,1,tree,1300,1500,,,,,,,,,,,,,,,,,,just-said-malay-peninsula
2637,Fagaeae,Lithocarpus,hystrix,1,0,0,0,0,0,0,tree,0,1800,,15.0,20.0,20.0,30.0,,,,depressed-ovoid,,,,,,,,,
2638,Fagaeae,Lithocarpus,indutus,1,0,0,0,0,0,0,tree,0,1800,,20.0,30.0,30.0,40.0,,,,semihemispherical,,,,,,,,,
2639,Fagaeae,Lithocarpus,jacobsii,1,0,0,0,0,0,0,tree,,500,,15.0,20.0,20.0,25.0,,,,ovoid-globose,,,,,,,,,
2640,Fagaeae,Lithocarpus,javensis,1,0,0,0,0,0,0,tree,0,1800,,30.0,40.0,35.0,50.0,,,,ovoid-globose,,,,,,,,,
2641,Fagaeae,Lithocarpus,jordanae,0,0,1,0,0,0,0,tree,1200,1400,,20.0,25.0,15.0,20.0,,,,ovoid-concical,,,,,,,,,
2642,Fagaeae,Lithocarpus,kingianus,1,0,0,0,0,0,0,tree,1350,2100,,,25.0,,20.0,,,,ovoid,,,,,,,,,
2643,Fagaeae,Lithocarpus,korthalsii,1,0,0,0,0,0,0,tree,150,1900,,15.0,26.0,30.0,45.0,,,,depressed-ovoid-globose,,,,,,,,,
2644,Fagaeae,Lithocarpus,kostermansii,1,0,0,0,0,0,0,tree,0,1000,,,20.0,25.0,30.0,,,,depressed-ovoid-globose,,,,,,,,,
2645,Fagaeae,Lithocarpus,kunstleri,1,0,0,0,0,0,0,tree,,300,,25.0,30.0,10.0,15.0,brown,,,,,,,,,,,,
2646,Fagaeae,Lithocarpus,lampadarius,1,0,0,0,0,0,0,tree,900,2000,,20.0,25.0,30.0,35.0,,,,epressed-ovoid-globose,,,,,,,,,
2647,Fagaeae,Lithocarpus,lauterbachii,0,0,0,0,0,0,1,tree,300,2400,,25.0,27.5,20.0,30.0,,,,depressed-subglobose,,,,,,,,,
2648,Fagaeae,Lithocarpus,leptogyne,1,0,0,0,0,0,0,tree,0,1500,,12.0,17.0,15.0,20.0,,,,depressed-ovoid,,,,,,,,,
2649,Fagaeae,Lithocarpus,longispinus,1,0,0,0,0,0,0,tree,0,600,,13.0,20.0,,1.0,,,,ovoid,,,,,,,,,
2650,Fagaeae,Lithocarpus,lucidus,1,0,0,0,0,0,0,tree,0,1600,,20.0,25.0,30.0,35.0,,,,depressed-ovoid,,,,,,,,,
2651,Fagaeae,Lithocarpus,luteus,1,0,0,0,0,0,0,tree,1100,1800,,10.0,15.0,20.0,25.0,,,,ovoid,,,,,,,,,
2652,Fagaeae,Lithocarpus,luzoniesnsis,0,0,1,0,0,0,0,tree,1500,2700,,,15.0,,10.0,brown,,,ovoid,,,,,,,,,
2653,Fagaeae,Lithocarpus,macphailli,1,0,0,0,0,0,0,tree,0,900,,10.0,15.0,20.0,25.0,,,,depressed-ovoid-globose,,,,,,,,,
2654,Fagaeae,Lithocarpus,maingayi,1,0,0,0,0,0,0,tree,600,1000,,35.0,40.0,25.0,35.0,,,,ovoid-globose,,,,,,,,,
2655,Fagaeae,Lithocarpus,mariae,1,0,0,0,0,0,0,tree,300,600,,20.0,23.0,25.0,27.5,,,,ovoid,,,,,,,,,
2656,Fagaeae,Lithocarpus,megacarpus,0,0,0,0,0,0,1,tree,1200,1900,,20.0,35.0,40.0,50.0,,,,depressed-subglobose,,,,,,,,,
2657,Fagaeae,Lithocarpus,meijeri,1,0,0,0,0,0,0,tree,0,1000,,6.0,15.0,20.0,30.0,,,,depressed-ovoid,,,,,,,,,
2658,Fagaeae,Lithocarpus,mindanaesis,0,0,1,0,0,0,0,tree,300,1200,,20.0,23.0,,,brown,,,ovoid-concical,,,,,,,,,
2659,Fagaeae,Lithocarpus,neorobinonii,1,0,0,0,0,0,0,tree,1500,1700,,,15.0,20.0,25.0,,,,ovoid-concical,,,,,,,,,
2660,Fagaeae,Lithocarpus,nieuenhuisii,1,0,1,0,0,0,0,tree,,,,20.0,30.0,15.0,20.0,,,,ovoid-globose,,,,,,,,,
2661,Fagaeae,Lithocarpus,nodosus,1,0,0,0,0,0,0,tree,900,2400,,10.0,15.0,17.5,23.0,brown,,,,,,,,,,,,
2662,Fagaeae,Lithocarpus,obtusifolius,1,0,0,0,0,0,0,tree,600,1800,,,10.0,,13.0,brown,,,,,,,,,,,,
2663,Fagaeae,Lithocarpus,orbicularis,1,0,0,0,0,0,0,tree,,2800,,,10.0,,17.0,,,,depressed-ovoid,,,,,,,,,
2664,Fagaeae,Lithocarpus,oreophilus,1,0,0,0,0,0,0,tree,2400,3300,,15.0,20.0,20.0,25.0,brown,,,depressed-subglobose,,,,,,,,,
2665,Fagaeae,Lithocarpus,ovalis,0,0,1,0,0,0,0,tree,,,,20.0,24.0,19.0,21.0,,,,ovoid-concical,,,,,,,,,
2666,Fagaeae,Lithocarpus,pallidus,1,0,0,0,0,0,0,tree,1300,2100,,10.0,20.0,33.0,45.0,,,,depressed-subglobose,,,,,,,,,
2667,Fagaeae,Lithocarpus,pattaniensis,1,0,0,0,0,0,0,tree,1500,1700,,10.0,15.0,20.0,25.0,,,,depressed-ovoid-globose,,,,,,,,,
2668,Fagaeae,Lithocarpus,perakensis,1,0,0,0,0,0,0,tree,90,1200,,10.0,15.0,30.0,40.0,,,,depressed-ovoid-globose,,,,,,,,,
2669,Fagaeae,Lithocarpus,philippinensis,0,0,1,0,0,0,0,shrub,1000,2000,,15.0,20.0,,,,,,ovoid,,,,,,,,,
2670,Fagaeae,Lithocarpus,platycarpus,1,0,0,0,0,0,0,tree,,,,15.0,20.0,30.0,40.0,,,,depressed-ovoid-globose,,,,,,,,,
2671,Fagaeae,Lithocarpus,porcatus,1,0,0,0,0,0,0,tree,0,1500,,10.0,15.0,10.0,20.0,,,,depressed-sub-globose,,,,,,,,,
2672,Fagaeae,Lithocarpus,pseudokunstleri,1,0,0,0,0,0,0,tree,0,1500,,30.0,45.0,15.0,20.0,,,,cylindrical,,,,,,,,,
2673,Fagaeae,Lithocarpus,pseudomoluccus,1,0,0,0,0,0,0,tree,600,1700,,15.0,20.0,20.0,30.0,,,,depressed-subglobose,,,,,,,,,
2674,Fagaeae,Lithocarpus,pulcher,1,0,0,0,0,0,0,tree,0,1000,,,,,,,,,,,,,,,,,,
2675,Fagaeae,Lithocarpus,pusillus,1,0,0,0,0,0,0,tree,0,1800,,8.0,13.0,3.0,7.0,brown,,,ovoid-concical,,,,,,,,,
2676,Fagaeae,Lithocarpus,rassa,1,0,0,0,0,0,0,tree,0,1800,,12.0,15.0,15.0,20.0,,,,ubhemispherical,,,,,,,,,
2677,Fagaeae,Lithocarpus,reinwardtii,1,0,0,0,0,,0,tree,600,1200,,15.0,20.0,10.0,15.0,,,,ovoid-concical,,,,,,,,,
2678,Fagaeae,Lithocarpus,revolutus,1,0,0,0,0,0,0,tree,,1500,,20.0,23.0,30.0,40.0,,,,depressed-ovoid-conical,,,,,,,,,
2679,Fagaeae,Lithocarpus,rigidus,1,0,0,0,0,0,0,tree,1500,2500,,,,,,brown,,,ovoid,,,,,,,,,
2680,Fagaeae,Lithocarpus,rotundatus,1,0,1,0,0,0,0,tree,0,1500,,,20.0,30.0,35.0,,,,subhemispherical,,,,,,,,,
2681,Fagaeae,Lithocarpus,rufovillosus,0,0,0,0,0,0,1,tree,0,2300,,20.0,30.0,20.0,25.0,,,,ovoid-concical,,,,,,,,,
2682,Fagaeae,Lithocarpus,ruminatus,1,0,0,0,0,0,0,tree,0,2000,,30.0,40.0,40.0,50.0,,,,subhemispherical,,,,,,,,,
2683,Fagaeae,Lithocarpus,schlechteri,0,0,0,0,0,0,1,tree,800,1900,,25.0,35.0,35.0,45.0,,,,depressed-subglobose,,,,,,,,,
2684,Fagaeae,Lithocarpus,scortechinii,1,0,0,0,0,0,0,tree,700,1200,,25.0,40.0,20.0,27.5,,,,subglobose,,,,,,,,,
2685,Fagaeae,Lithocarpus,sericobalanus,1,0,0,0,0,0,0,tree,0,1200,,10.0,20.0,30.0,40.0,,,,ovoid-globose,,,,,,,,,
2686,Fagaeae,Lithocarpus,sogerensis,0,0,0,0,0,0,1,tree,900,1600,,,30.0,,23.0,,,,conical,,,,,,,,,
2687,Fagaeae,Lithocarpus,solerianus,0,0,1,0,0,0,0,tree,700,1200,,15.0,22.0,18.0,20.0,brown,,,ovoid,,,,,,,,,
2688,Fagaeae,Lithocarpus,submonticolus,0,0,1,0,0,0,0,tree,1000,1300,,15.0,22.5,15.0,17.5,,,,cylindrical,,,,,,,,,
2689,Fagaeae,Lithocarpus,suffruticosus,1,0,0,0,0,0,0,shrub,600,1350,,17.0,25.0,17.0,20.0,brown,,,ovoid-concical,,,,,,,,,
2690,Fagaeae,Lithocarpus,sulitii,0,0,1,0,0,0,0,tree,0,600,,,23.0,20.0,22.0,,,,ovoid,,,,,,,,,
2691,Fagaeae,Lithocarpus,sundaicus,1,0,1,0,0,0,0,tree,500,1500,,13.0,20.0,23.0,25.0,,,,depressed-ovoid,,,,,,,,,
2692,Fagaeae,Lithocarpus,turbiinatus,1,0,0,0,0,0,0,tree,1200,3000,,50.0,60.0,40.0,50.0,,,,ellipsoid-globose,,,,,,,,,
2693,Fagaeae,Lithocarpus,urceolaris,1,0,0,0,0,0,0,tree,0,1800,,30.0,40.0,15.0,20.0,,,,depressed-subglobose,,,,,,,,,
2694,Fagaeae,Lithocarpus,vidalii,0,0,1,0,0,0,0,tree,1100,1800,,15.0,20.0,15.0,18.0,,,,ovoid-concical,,,,,,,,,
2695,Fagaeae,Lithocarpus,vinkii,0,0,0,0,0,0,0,tree,0,1800,,17.5,25.0,,15.0,,,,,,,,,,,,,
2696,Fagaeae,Lithocarpus,wallichianus,1,0,0,0,0,0,0,tree,0,1600,,10.0,15.0,18.0,20.0,,,,depressed-ovoid,,,,,,,,,
2697,Fagaeae,Lithocarpus,woodii,0,0,1,0,0,0,0,tree,1200,2300,,15.0,22.0,25.0,32.0,,,,subhemisherical,,,,,,,,,
2698,Fagaeae,Lithocarpus,wrayi,1,0,0,0,0,0,0,tree,0,1350,,10.0,15.0,20.0,25.0,,,,ovoid,,,,,,,,,
932,Campanulaceae,Lobelia,borneensis,1,0,0,1,0,0,0,shrub,900,1800,berry,,,3.0,5.0,green,,,globose,,,,,,,,,
933,Campanulaceae,Lobelia,montana,1,0,0,0,0,0,0,herb,1400,2600,berry,,,7.5,15.0,purple,,,globose,,,,0.5,,,,,only-some-members-of-this-genus-have-fleshy-fruit.-The-ones-with-capsules-have-not-been-recorded
965,Caprifoliaceae,Lonicera,acuminata,1,0,1,0,0,0,0,shrub,1800,3300,berry,,,,,black,,,,,1,1,,,,,,
968,Caprifoliaceae,Lonicera,javanica,1,0,1,0,0,0,0,shrub,1000,2000,berry,,,,,purple,,,,,1,1,,,,,,
969,Caprifoliaceae,Lonicera,malayana,1,0,0,0,0,0,0,shrub,,1000,,,,,,,,,,,,,,,,,,
970,Caprifoliaceae,Lonicera,pulcherrima,1,0,0,0,0,0,0,shrub,850,1400,,,,,,,,,,,,,,,,,,
971,Caprifoliaceae,Lonicera,sumatrana,1,0,0,0,0,0,0,shrub,1000,1250,,,,,,,,,,,,,,,,,,"""Distr:-""""Sumatra-'rare'"""""""
3236,Lophopyxidaceae,Lophopyxis,maingayi,1,0,0,1,1,0,1,liana,0,300,capsule,22.0,30.0,13.0,18.0,green,,,obovoid-ellipsoid,,1,1,12.0,15.0,5.0,6.0,,
1473,Cucurbitaceae,Luffa,acutangula,1,1,1,1,1,1,1,climber,,,,100.0,300.0,40.0,100.0,green,,,long-ellipsoid,,,,10.0,12.0,6.0,8.0,,widely-cultivated
